           1,   -0.999768,   -0.999768,           0
           2,          -1,   -0.999884, 8.20244e-05
           3,          -1,   -0.999923, 6.31424e-05
           4,          -1,   -0.999942, 5.02295e-05
           5,          -1,   -0.999954, 4.15014e-05
           6,          -1,   -0.999961, 3.52977e-05
           7,          -1,   -0.999967, 3.06843e-05
           8,          -1,   -0.999971,  2.7127e-05
           9,          -1,   -0.999974, 2.43035e-05
          10,          -1,   -0.999977, 2.20095e-05
          11,          -1,   -0.999979, 2.01094e-05
          12,          -1,   -0.999981, 1.85103e-05
          13,          -1,   -0.999982,  1.7146e-05
          14,          -1,   -0.999983, 1.59686e-05
          15,          -1,   -0.999985, 1.49422e-05
          16,          -1,   -0.999985, 1.40396e-05
          17,          -1,   -0.999986, 1.32396e-05
          18,          -1,   -0.999987, 1.25257e-05
          19,          -1,   -0.999988, 1.18849e-05
          20,          -1,   -0.999988, 1.13063e-05
           1,   -0.999632,   -0.999632,           0
           2,          -1,   -0.999816, 0.000130108
           3,   -0.999904,   -0.999845, 8.99844e-05
           4,   -0.999744,    -0.99982, 7.09648e-05
           5,          -1,   -0.999856, 6.52674e-05
           6,          -1,    -0.99988, 5.86364e-05
           7,          -1,   -0.999897, 5.27061e-05
           8,   -0.999968,   -0.999906, 4.68562e-05
           9,          -1,   -0.999916, 4.27982e-05
          10,          -1,   -0.999925, 3.93255e-05
          11,   -0.999128,   -0.999852, 7.77697e-05
          12,          -1,   -0.999865, 7.22555e-05
          13,          -1,   -0.999875, 6.74431e-05
          14,          -1,   -0.999884, 6.32133e-05
          15,          -1,   -0.999892, 5.94702e-05
          16,          -1,   -0.999899,  5.6137e-05
          17,   -0.999984,   -0.999904, 5.30596e-05
          18,   -0.999992,   -0.999908,  5.0339e-05
          19,   -0.997504,   -0.999782, 0.000132084
          20,          -1,   -0.999793, 0.000125929
           1,   -0.997168,   -0.997168,           0
           2,    -0.99708,   -0.997124, 3.11127e-05
           3,   -0.995656,   -0.996635, 0.000400077
           4,   -0.997048,   -0.996738, 0.000313118
           5,    -0.99472,   -0.996334, 0.000439388
           6,   -0.995376,   -0.996175, 0.000394123
           7,   -0.998504,   -0.996507, 0.000457202
           8,    -0.99776,   -0.996664, 0.000426019
           9,    -0.99888,    -0.99691, 0.000444174
          10,   -0.995904,    -0.99681, 0.000410996
          11,   -0.993776,   -0.996534, 0.000456884
          12,   -0.993064,   -0.996245, 0.000502039
          13,    -0.99864,   -0.996429, 0.000496082
          14,    -0.99732,   -0.996493, 0.000464713
          15,   -0.996936,   -0.996522, 0.000434671
          16,   -0.998784,   -0.996664, 0.000429878
          17,   -0.996384,   -0.996647, 0.000404905
          18,   -0.998176,   -0.996732, 0.000391219
          19,   -0.995088,   -0.996645, 0.000380076
          20,   -0.995184,   -0.996572,  0.00036803
           1,    -0.97064,    -0.97064,           0
           2,   -0.968032,   -0.969336, 0.000922067
           3,   -0.970424,   -0.969699, 0.000682316
           4,   -0.972016,   -0.970278, 0.000716655
           5,   -0.974256,   -0.971074, 0.000913829
           6,    -0.97616,   -0.971921,  0.00108572
           7,   -0.972192,    -0.97196, 0.000931309
           8,   -0.980824,   -0.973068,  0.00131843
           9,   -0.977912,   -0.973606,  0.00127708
          10,   -0.968928,   -0.973138,  0.00123208
          11,   -0.976176,   -0.973415,  0.00115061
          12,   -0.980584,   -0.974012,  0.00119985
          13,   -0.974688,   -0.974064,  0.00110868
          14,   -0.977232,    -0.97429,  0.00105233
          15,    -0.97572,   -0.974386, 0.000986482
          16,   -0.971416,     -0.9742, 0.000942124
          17,    -0.97092,   -0.974007, 0.000906247
          18,   -0.982088,   -0.974456, 0.000960685
          19,   -0.967376,   -0.974083, 0.000979729
          20,   -0.978584,   -0.974308, 0.000956237
           1,   -0.936312,   -0.936312,           0
           2,     -0.9292,   -0.932756,  0.00251447
           3,   -0.928912,   -0.931475,    0.001976
           4,   -0.938056,    -0.93312,  0.00205589
           5,   -0.936096,   -0.933715,  0.00172872
           6,   -0.919256,   -0.931305,  0.00262962
           7,    -0.93524,   -0.931867,  0.00231325
           8,   -0.933352,   -0.932053,  0.00203153
           9,   -0.929384,   -0.931756,  0.00182732
          10,   -0.931744,   -0.931755,  0.00164459
          11,   -0.942224,   -0.932707,   0.0017489
          12,   -0.932536,   -0.932693,  0.00160322
          13,   -0.943352,   -0.933513,  0.00167651
          14,   -0.940592,   -0.934018,  0.00163124
          15,   -0.932168,   -0.933895,  0.00152715
          16,    -0.93368,   -0.933882,  0.00143176
          17,   -0.938352,   -0.934144,  0.00137148
          18,   -0.943192,   -0.934647,  0.00138433
          19,   -0.930352,   -0.934421,   0.0013298
          20,   -0.931552,   -0.934278,  0.00127102
           1,   -0.891144,   -0.891144,           0
           2,   -0.891168,   -0.891156, 8.48528e-06
           3,   -0.891088,   -0.891133, 1.93525e-05
           4,   -0.889136,   -0.890634, 0.000432679
           5,   -0.896336,   -0.891774,  0.00107714
           6,   -0.893344,   -0.892036, 0.000928838
           7,   -0.896528,   -0.892678, 0.000993388
           8,     -0.8902,   -0.892368, 0.000916224
           9,   -0.893536,   -0.892498, 0.000823561
          10,   -0.890832,   -0.892331, 0.000757864
          11,   -0.890576,   -0.892172, 0.000705565
          12,      -0.894,   -0.892324, 0.000663015
          13,    -0.89512,   -0.892539, 0.000645957
          14,   -0.886904,   -0.892137, 0.000714296
          15,   -0.884344,   -0.891617, 0.000834476
          16,   -0.892472,    -0.89167,  0.00078403
          17,   -0.891656,    -0.89167, 0.000737911
          18,   -0.895128,   -0.891862, 0.000721496
          19,    -0.89836,   -0.892204, 0.000760275
          20,   -0.897272,   -0.892457, 0.000763326
           1,    -0.84876,    -0.84876,           0
           2,   -0.849592,   -0.849176, 0.000294156
           3,   -0.843912,   -0.847421,  0.00144604
           4,   -0.848888,   -0.847788,  0.00113006
           5,     -0.8518,    -0.84859,  0.00115429
           6,    -0.84552,   -0.848079,  0.00106934
           7,   -0.848128,   -0.848086, 0.000916601
           8,    -0.84728,   -0.847985,  0.00080754
           9,   -0.850552,    -0.84827,  0.00076653
          10,   -0.847224,   -0.848166, 0.000696981
          11,    -0.85288,   -0.848594, 0.000753961
          12,   -0.846088,   -0.848385, 0.000719475
          13,   -0.849064,   -0.848438, 0.000666022
          14,   -0.847832,   -0.848394, 0.000619852
          15,   -0.847456,   -0.848332, 0.000581676
          16,    -0.85252,   -0.848594, 0.000601344
          17,   -0.851112,   -0.848742, 0.000583934
          18,      -0.848,     -0.8487, 0.000552945
          19,   -0.849328,   -0.848733, 0.000524829
          20,   -0.848176,   -0.848706, 0.000499327
           1,   -0.803624,   -0.803624,           0
           2,   -0.802704,   -0.803164, 0.000325269
           3,   -0.805696,   -0.804008, 0.000722435
           4,   -0.799304,   -0.802832,  0.00115361
           5,    -0.80156,   -0.802578, 0.000950522
           6,   -0.803896,   -0.802797, 0.000817105
           7,   -0.805344,   -0.803161, 0.000777159
           8,   -0.806096,   -0.803528, 0.000761695
           9,   -0.803088,   -0.803479,  0.00067863
          10,   -0.805128,   -0.803644,  0.00063048
          11,   -0.804496,   -0.803721, 0.000577902
          12,   -0.800528,   -0.803455, 0.000587833
          13,   -0.805712,   -0.803629, 0.000567667
          14,   -0.805792,   -0.803783, 0.000547743
          15,   -0.803712,   -0.803779, 0.000511247
          16,   -0.801592,   -0.803642, 0.000497226
          17,   -0.805096,   -0.803728, 0.000475276
          18,    -0.80524,   -0.803812, 0.000456239
          19,   -0.804936,   -0.803871, 0.000436048
          20,   -0.801312,   -0.803743, 0.000432607
           1,    -0.76028,    -0.76028,           0
           2,   -0.760968,   -0.760624, 0.000243245
           3,   -0.760224,   -0.760491, 0.000195317
           4,   -0.764176,   -0.761412, 0.000811234
           5,   -0.763032,   -0.761736, 0.000710749
           6,   -0.759648,   -0.761388, 0.000672108
           7,   -0.762224,   -0.761507, 0.000586607
           8,    -0.76172,   -0.761534, 0.000513883
           9,   -0.757624,     -0.7611, 0.000613533
          10,   -0.760528,   -0.761042, 0.000554836
          11,   -0.762208,   -0.761148, 0.000514415
          12,   -0.763056,   -0.761307, 0.000495502
          13,   -0.762248,    -0.76138,  0.00046264
          14,   -0.761488,   -0.761387, 0.000429659
          15,    -0.76224,   -0.761444, 0.000404757
          16,   -0.761592,   -0.761454, 0.000379565
