-6.48734e-22, 1.96811e+06
-7.09636e-22, 2.24479e+06
-6.93475e-22, 1.93579e+06
-6.76432e-22, 2.07272e+06
-6.8263e-22, 1.84368e+06
-8.11878e-22, 1.53006e+06
-7.68701e-22, 1.68626e+06
-6.92175e-22,  2.0092e+06
-6.45567e-22, 1.92863e+06
-6.43588e-22, 1.54764e+06
-6.41001e-22, 2.18243e+06
-7.38749e-22, 2.24794e+06
-7.13856e-22, 1.86219e+06
-6.79498e-22, 1.78092e+06
-6.24615e-22, 2.04712e+06
-6.82523e-22, 2.27946e+06
-6.76879e-22, 2.16822e+06
-6.55556e-22, 2.65134e+06
-6.59516e-22, 2.11061e+06
-6.32789e-22, 2.49799e+06
-6.39707e-22, 1.98083e+06
-5.34854e-22, 1.81702e+06
-6.08352e-22, 2.36573e+06
-7.26847e-22, 1.47851e+06
-5.94933e-22, 1.69446e+06
-5.84232e-22, 2.00682e+06
-5.68338e-22, 2.23421e+06
-6.52688e-22, 2.06414e+06
-6.04164e-22, 1.80722e+06
-6.02807e-22, 1.58936e+06
-5.22286e-22, 1.68507e+06
-5.3822e-22,  1.6865e+06
-5.89458e-22, 2.64387e+06
-6.54998e-22, 2.47699e+06
-7.46666e-22, 2.34061e+06
-7.63718e-22, 2.16693e+06
-7.4538e-22, 2.16729e+06
-7.27056e-22, 2.01358e+06
-6.25585e-22, 2.34742e+06
-5.3857e-22, 2.06406e+06
-6.73132e-22,   2.129e+06
-6.82329e-22, 1.96195e+06
-7.03783e-22, 2.28183e+06
-7.42772e-22, 1.97776e+06
-7.47599e-22, 2.61644e+06
-7.44684e-22, 2.31584e+06
-5.4627e-22, 2.28714e+06
-6.27437e-22, 1.80614e+06
-6.53811e-22, 2.18167e+06
-7.95893e-22, 2.28181e+06
-7.76661e-22, 2.42494e+06
-7.04608e-22,  1.8574e+06
-6.13677e-22, 1.79542e+06
-6.10717e-22, 1.63876e+06
-5.99978e-22,  2.1826e+06
-6.37152e-22, 2.23041e+06
-7.57365e-22, 2.53452e+06
-7.21909e-22, 2.14464e+06
-5.68737e-22, 2.70016e+06
-6.3778e-22, 2.71333e+06
-7.19856e-22, 1.88536e+06
-7.33261e-22, 2.46442e+06
-7.56105e-22, 2.25286e+06
-8.26461e-22, 1.73853e+06
-7.93838e-22,  2.0776e+06
-7.22246e-22, 1.80083e+06
-6.86665e-22, 1.70277e+06
-6.57333e-22, 1.80573e+06
-7.42307e-22,  1.7692e+06
-7.14031e-22, 1.70842e+06
-6.87911e-22, 2.10356e+06
-7.59852e-22, 1.91791e+06
-6.06794e-22, 2.16309e+06
-6.73582e-22, 1.80621e+06
-7.00369e-22, 1.95915e+06
-6.23722e-22, 1.90376e+06
-6.35355e-22, 1.55945e+06
-6.12247e-22, 2.15099e+06
-6.87139e-22, 2.18637e+06
-7.98488e-22, 1.83495e+06
-6.30416e-22,  1.7644e+06
-5.92379e-22, 2.52107e+06
-6.08939e-22, 1.93716e+06
-5.8633e-22, 1.99791e+06
-6.44167e-22, 2.83248e+06
-6.8715e-22, 2.24333e+06
-6.80905e-22, 1.99261e+06
-6.34342e-22, 2.40809e+06
-7.03763e-22, 2.33039e+06
-6.44623e-22,  2.0644e+06
-7.13211e-22, 2.33462e+06
-6.16495e-22, 2.01342e+06
-6.73148e-22,  1.6602e+06
-6.74265e-22, 1.91938e+06
-7.64258e-22, 2.15918e+06
-8.47399e-22, 1.54558e+06
-8.26947e-22, 2.29302e+06
-8.88216e-22, 1.96189e+06
-7.73235e-22, 2.06425e+06
-6.53856e-22, 2.25857e+06
-6.57436e-22, 2.50798e+06
-8.09694e-22, 1.77667e+06
-7.08162e-22, 1.90402e+06
-6.93059e-22, 1.93601e+06
-6.87955e-22, 1.77011e+06
-7.81349e-22,  1.7557e+06
-6.93608e-22,  1.9231e+06
-6.7603e-22, 1.82422e+06
-6.55949e-22, 1.88136e+06
-6.45585e-22, 1.81161e+06
-7.87926e-22, 2.18353e+06
-7.78945e-22, 2.30811e+06
-6.78128e-22, 2.16569e+06
-6.26383e-22, 1.72656e+06
-6.51652e-22, 2.42145e+06
-6.68299e-22, 1.84884e+06
-6.69282e-22, 1.73639e+06
-6.67633e-22, 2.10562e+06
-6.29455e-22, 1.52217e+06
-7.12423e-22, 2.20252e+06
-7.37917e-22, 1.95952e+06
-6.89564e-22, 2.09822e+06
-6.92564e-22, 2.00853e+06
-7.70075e-22, 2.12261e+06
-6.73335e-22, 2.02201e+06
-6.72087e-22, 1.74199e+06
-6.6249e-22, 1.51044e+06
-7.05574e-22, 1.72596e+06
-7.13338e-22, 1.87926e+06
-6.67545e-22,   2.383e+06
-6.13608e-22, 2.50528e+06
-8.019e-22, 2.12086e+06
-7.60842e-22, 1.79518e+06
-7.12035e-22, 2.03904e+06
-6.66737e-22, 1.87007e+06
-6.1321e-22, 2.57798e+06
