-4.9538070000E+00,	0.0000000000E+00
-4.7592235000E+00,	1.9458350000E-01
-4.8580936667E+00,	1.4965367580E-01
-4.9489410000E+00,	1.3946809425E-01
-4.9603540000E+00,	1.0863271219E-01
-4.9845118333E+00,	9.1929202921E-02
-5.0170888571E+00,	8.4247703750E-02
-5.0145800000E+00,	7.3003774249E-02
-5.0117661111E+00,	6.4444738703E-02
-5.0220624000E+00,	5.8553505805E-02
-5.0171118182E+00,	5.3194504366E-02
-5.0215845833E+00,	4.8765271527E-02
-5.0156637692E+00,	4.5246587031E-02
-5.0155843571E+00,	4.1890274990E-02
-5.0204378000E+00,	3.9298579633E-02
-5.0238106875E+00,	3.6914867413E-02
-5.0330892941E+00,	3.5895423872E-02
-5.0313127222E+00,	3.3889128885E-02
-5.0268441579E+00,	3.2365865090E-02
-5.0279077000E+00,	3.0723369323E-02
-5.0385956190E+00,	3.1116866436E-02
-5.0466204091E+00,	3.0734883314E-02
-5.0472918696E+00,	2.9375872872E-02
-5.0475532500E+00,	2.8126471537E-02
-5.0448388800E+00,	2.7114172190E-02
-5.0449802308E+00,	2.6050837492E-02
-5.0445728148E+00,	2.5070740671E-02
-5.0439007500E+00,	2.4168116374E-02
-5.0454560000E+00,	2.3371650377E-02
-5.0472969000E+00,	2.2654080238E-02
-5.0448228065E+00,	2.2050359149E-02
-5.0449490625E+00,	2.1350541750E-02
-5.0393842424E+00,	2.1428622155E-02
-5.0439972941E+00,	2.1294486638E-02
-5.0489565714E+00,	2.1263533787E-02
-5.0471064167E+00,	2.0747100310E-02
-5.0429741622E+00,	2.0597343376E-02
-5.0406604474E+00,	2.0181051850E-02
-5.0457010513E+00,	2.0292773385E-02
-5.0450649750E+00,	1.9789174114E-02
-5.0456206585E+00,	1.9308474838E-02
-5.0460000714E+00,	1.8846961418E-02
-5.0416120000E+00,	1.8919350553E-02
-5.0460000000E+00,	1.8998060068E-02
-5.0491366889E+00,	1.8834116259E-02
-5.0528457174E+00,	1.8789838954E-02
-5.0538004043E+00,	1.8410478761E-02
-5.0547618125E+00,	1.8048470720E-02
-5.0532188980E+00,	1.7743507901E-02
-5.0524849400E+00,	1.7400502407E-02
-5.0519141373E+00,	1.7065452615E-02
-5.0542695769E+00,	1.6899012626E-02
-5.0527628302E+00,	1.6645432915E-02
-5.0532833704E+00,	1.6342568066E-02
-5.0526205636E+00,	1.6056365118E-02
-5.0509679643E+00,	1.5853408388E-02
-5.0544983333E+00,	1.5967950623E-02
-5.0537169655E+00,	1.5709669823E-02
-5.0521050000E+00,	1.5525020766E-02
-5.0542312000E+00,	1.5411449874E-02
-5.0566589508E+00,	1.5349900871E-02
-5.0579417258E+00,	1.5154680491E-02
-5.0583585238E+00,	1.4918013605E-02
-5.0552073594E+00,	1.5017402219E-02
-5.0530832923E+00,	1.4936361019E-02
-5.0512493333E+00,	1.4822207497E-02
-5.0501275672E+00,	1.4642337589E-02
-5.0530687941E+00,	1.4722195525E-02
-5.0538874928E+00,	1.4530344164E-02
-5.0525035286E+00,	1.4387979251E-02
-5.0521687606E+00,	1.4187834146E-02
-5.0539636528E+00,	1.4104068849E-02
-5.0562103425E+00,	1.4089796992E-02
-5.0583502297E+00,	1.4061864282E-02
-5.0585548400E+00,	1.3874614651E-02
-5.0585262763E+00,	1.3690866603E-02
-5.0574022468E+00,	1.3558565700E-02
-5.0572096795E+00,	1.3384994420E-02
-5.0554194430E+00,	1.3335193088E-02
-5.0536362875E+00,	1.3287638390E-02
-5.0534583333E+00,	1.3123774707E-02
-5.0538173902E+00,	1.2967712531E-02
-5.0549245663E+00,	1.2858278308E-02
-5.0561744524E+00,	1.2765617144E-02
-5.0555742588E+00,	1.2628809815E-02
-5.0578054302E+00,	1.2678957646E-02
-5.0562251724E+00,	1.2631612815E-02
-5.0557375795E+00,	1.2496762743E-02
-5.0554160449E+00,	1.2359734869E-02
-5.0556911778E+00,	1.2224729435E-02
-5.0555871099E+00,	1.2090093306E-02
-5.0560441196E+00,	1.1966686992E-02
-5.0572685914E+00,	1.1900475813E-02
-5.0577379043E+00,	1.1782544694E-02
-5.0588457684E+00,	1.1710380872E-02
-5.0594104687E+00,	1.1601507174E-02
-5.0593414536E+00,	1.1481488484E-02
-5.0584692653E+00,	1.1397148448E-02
-5.0595230606E+00,	1.1330548795E-02
-5.0598716900E+00,	1.1222087673E-02
