0.000454508	0.00164774
0.00259418	0.0021631
0.002065	0.000226217
0.00239075	0.000527119
0.00105738	0.000838355
0.0017295	0.00105337
0.00147109	0.000716681
0.0015289	0.000651392
0.000194401	0.000614724
-0.000706539	0.000322877
0.00117052	0.000709652
7.33956e-05	0.000655546
-0.000128588	0.000561029
-0.000422182	0.000625695
-0.00108317	0.000834342
-0.000793714	0.000800512
-0.000957016	0.00074071
-0.00111652	0.00070705
-0.000146444	0.000790123
0.000245092	0.000868212
3.06094e-05	0.000839875
-0.000230695	0.000823812
-9.53544e-05	0.000990754
-0.00029304	0.00106288
-0.000272349	0.00101143
-0.000888657	0.000916619
-0.000777656	0.000759423
-0.00137072	0.000702401
-0.000961218	0.00068408
-0.000716282	0.000530542
-0.000585494	0.000488617
-0.00058638	0.000465728
-0.000773945	0.000408498
-0.000996654	0.000489204
-0.00104599	0.000544558
-0.00114822	0.000510087
-0.00119334	0.000607225
-0.00100749	0.000632919
-0.00130506	0.00068198
-0.00155323	0.000580142
-0.00168685	0.000579484
-0.00209966	0.00055025
-0.00248016	0.000575741
-0.00281831	0.000623304
-0.00262264	0.000608791
-0.00218555	0.000511852
-0.00229366	0.000426424
-0.00220275	0.000480873
-0.00229489	0.000448232
-0.00225566	0.0004856
-0.00211197	0.000509242
-0.00207754	0.000438643
-0.00203016	0.000368353
-0.00173333	0.000418692
-0.00163588	0.000445736
-0.00157037	0.000429399
-0.00149442	0.000417508
-0.00124186	0.000495465
-0.00133595	0.000503295
-0.00142663	0.00050967
-0.00146308	0.000488779
-0.00128442	0.000443934
-0.00143738	0.000466542
-0.00143559	0.000435718
-0.00151563	0.000412959
-0.00162362	0.000367173
-0.0015921	0.000332733
-0.0014544	0.000361997
-0.00143443	0.000351167
-0.00139259	0.000370335
-0.00144517	0.000312082
-0.00135999	0.000337415
-0.0013002	0.000339224
-0.00135126	0.000313167
-0.00133807	0.000293661
-0.00139358	0.000254232
-0.00134617	0.00023252
-0.00128192	0.000267102
-0.00146644	0.000286965
-0.0013471	0.000266793
-0.00126867	0.000270619
-0.00117917	0.000309852
-0.00121474	0.00029294
-0.00140614	0.000274703
-0.00140443	0.000277776
-0.00133368	0.000281578
-0.00159285	0.000291628
-0.00169861	0.000271126
-0.00162881	0.000269506
-0.00171956	0.000270929
-0.00161372	0.000249866
-0.00168814	0.000232243
-0.00158158	0.000232025
-0.0015544	0.000266921
-0.00159365	0.000251382
-0.00158399	0.000269168
-0.00162162	0.000274303
-0.00150523	0.000295189
-0.00152782	0.000274003
-0.00154962	0.000292644
