-0.0267926	0.235125	0.00475693	1.31561e-06
-0.0346854	0.240896	0.00475693	1.31561e-06
-0.0504401	0.239824	0.00475693	1.31561e-06
-0.0445524	0.235617	0.00475693	1.31561e-06
-0.0385856	0.233534	0.00475693	1.31561e-06
-0.0448798	0.241076	0.00475693	1.31561e-06
-0.0448271	0.237531	0.00475693	1.31561e-06
-0.0303296	0.236301	0.00475693	1.31561e-06
-0.0369161	0.237471	0.00475693	1.31561e-06
-0.0362889	0.23806	0.00475693	1.31561e-06
-0.0341094	0.236467	0.00475693	1.31561e-06
-0.0393109	0.238917	0.00475693	1.31561e-06
-0.0365137	0.240971	0.00475693	1.31561e-06
-0.0325555	0.240092	0.00475693	1.31561e-06
-0.0331279	0.241139	0.00475693	1.31561e-06
-0.0279603	0.239935	0.00475693	1.31561e-06
-0.0254176	0.239488	0.00475693	1.31561e-06
-0.0240919	0.239624	0.00475693	1.31561e-06
-0.0209231	0.238755	0.00475693	1.31561e-06
-0.0180268	0.237595	0.00475693	1.31561e-06
-0.0183995	0.238972	0.00475693	1.31561e-06
-0.0162268	0.237144	0.00475693	1.31561e-06
-0.0157931	0.237519	0.00475693	1.31561e-06
-0.0191945	0.239366	0.00475693	1.31561e-06
-0.0158326	0.237933	0.00475693	1.31561e-06
-0.0148851	0.237013	0.00475693	1.31561e-06
-0.0133653	0.235218	0.00475693	1.31561e-06
-0.0124624	0.23638	0.00475693	1.31561e-06
-0.0125812	0.236016	0.00475693	1.31561e-06
-0.0123149	0.235784	0.00475693	1.31561e-06
-0.0115805	0.235813	0.00475693	1.31561e-06
-0.00966225	0.235338	0.00475693	1.31561e-06
-0.0102613	0.234998	0.00475693	1.31561e-06
-0.00777166	0.23445	0.00475693	1.31561e-06
-0.00664733	0.232671	0.00475693	1.31561e-06
-0.00600113	0.232188	0.00475693	1.31561e-06
-0.0093128	0.233658	0.00475693	1.31561e-06
-0.00834512	0.233515	0.00475693	1.31561e-06
-0.00910986	0.233423	0.00475693	1.31561e-06
-0.00837121	0.2342	0.00475693	1.31561e-06
-0.00915945	0.234932	0.00475693	1.31561e-06
-0.00899458	0.234879	0.00475693	1.31561e-06
-0.00811267	0.234287	0.00475693	1.31561e-06
-0.00874255	0.23435	0.00475693	1.31561e-06
-0.00770465	0.23409	0.00475693	1.31561e-06
-0.00840775	0.234009	0.00475693	1.31561e-06
-0.00770065	0.233798	0.00475693	1.31561e-06
-0.00838988	0.233685	0.00475693	1.31561e-06
-0.00795394	0.233703	0.00475693	1.31561e-06
-0.00675379	0.233263	0.00475693	1.31561e-06
-0.00609192	0.233227	0.00475693	1.31561e-06
-0.00519787	0.233525	0.00475693	1.31561e-06
-0.00375443	0.233012	0.00475693	1.31561e-06
-0.00335081	0.233004	0.00475693	1.31561e-06
-0.00531507	0.233623	0.00475693	1.31561e-06
-0.00448073	0.23378	0.00475693	1.31561e-06
-0.00382247	0.23368	0.00475693	1.31561e-06
-0.00354657	0.233494	0.00475693	1.31561e-06
-0.00407527	0.23321	0.00475693	1.31561e-06
-0.00257682	0.233259	0.00475693	1.31561e-06
-0.00260629	0.233092	0.00475693	1.31561e-06
-0.00418366	0.233693	0.00475693	1.31561e-06
-0.00357518	0.233975	0.00475693	1.31561e-06
-0.00182619	0.233215	0.00475693	1.31561e-06
-0.0015714	0.233287	0.00475693	1.31561e-06
-0.00261308	0.233192	0.00475693	1.31561e-06
-0.00390477	0.233646	0.00475693	1.31561e-06
-0.00489775	0.233602	0.00475693	1.31561e-06
-0.00394709	0.233079	0.00475693	1.31561e-06
-0.00389865	0.232916	0.00475693	1.31561e-06
-0.00431921	0.232843	0.00475693	1.31561e-06
-0.00425284	0.232811	0.00475693	1.31561e-06
-0.00469575	0.232665	0.00475693	1.31561e-06
-0.00456005	0.232478	0.00475693	1.31561e-06
-0.00357665	0.231819	0.00475693	1.31561e-06
-0.00350487	0.231819	0.00475693	1.31561e-06
-0.00327982	0.232245	0.00475693	1.31561e-06
-0.00280592	0.232353	0.00475693	1.31561e-06
-0.00260788	0.232122	0.00475693	1.31561e-06
-0.00202648	0.231992	0.00475693	1.31561e-06
-0.00198328	0.231859	0.00475693	1.31561e-06
-0.00187694	0.231778	0.00475693	1.31561e-06
-0.000992422	0.231868	0.00475693	1.31561e-06
-0.00115619	0.231982	0.00475693	1.31561e-06
-0.00163126	0.232002	0.00475693	1.31561e-06
-0.00254791	0.232284	0.00475693	1.31561e-06
-0.00156806	0.231884	0.00475693	1.31561e-06
-0.00159382	0.231907	0.00475693	1.31561e-06
-0.0017999	0.232153	0.00475693	1.31561e-06
-0.00141223	0.231935	0.00475693	1.31561e-06
-0.0016039	0.231736	0.00475693	1.31561e-06
-0.00218025	0.232394	0.00475693	1.31561e-06
-0.00324418	0.233152	0.00475693	1.31561e-06
-0.00220587	0.232883	0.00475693	1.31561e-06
-0.00264356	0.233018	0.00475693	1.31561e-06
-0.00246883	0.233133	0.00475693	1.31561e-06
-0.00279178	0.233419	0.00475693	1.31561e-06
-0.00393721	0.233978	0.00475693	1.31561e-06
-0.00432571	0.233834	0.00475693	1.31561e-06
-0.00473441	0.233928	0.00475693	1.31561e-06
