     0     2.94075     2.94075     2.86608
2.86608     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
2.78935     2.78935     2.78935     2.78935
