         1.4,         0.3,    0.126975
         1.4,         0.4,    0.208981
         1.4,         0.5,    0.309957
         1.4,         0.6,     0.39706
         1.4,         0.7,    0.584079
         1.4,         0.8,    0.800947
         1.4,         0.9,     1.16985
         1.4,           1,     1.70311
         1.4,         1.1,     2.35457
         1.4,         1.2,     3.11089
         1.4,         1.3,     4.33853
         1.4,         1.4,     5.66163
         1.4,         1.5,     7.23228
         1.4,         1.6,     9.22891
         1.4,         1.7,     11.4219
         1.4,         1.8,     14.5189
         1.4,         1.9,     17.9382
         1.5,           0,    0.179194
         1.5,         0.1,    0.221828
         1.5,         0.2,    0.181421
         1.5,         0.3,    0.233173
         1.5,         0.4,    0.311863
         1.5,         0.5,    0.395391
         1.5,         0.6,    0.548726
         1.5,         0.7,    0.760067
         1.5,         0.8,     1.01893
         1.5,         0.9,      1.4189
         1.5,           1,     1.93754
         1.5,         1.1,     2.45716
         1.5,         1.2,      3.5702
         1.5,         1.3,     4.59746
         1.5,         1.4,     6.00707
         1.5,         1.5,     7.68835
         1.5,         1.6,      9.7403
         1.5,         1.7,     12.1503
         1.5,         1.8,     14.9187
         1.5,         1.9,     18.5966
         1.6,           0,    0.248634
         1.6,         0.1,    0.259005
         1.6,         0.2,    0.309166
         1.6,         0.3,    0.334802
         1.6,         0.4,    0.440244
         1.6,         0.5,    0.496806
         1.6,         0.6,    0.713741
         1.6,         0.7,    0.964887
         1.6,         0.8,     1.19753
         1.6,         0.9,     1.62543
         1.6,           1,     2.18033
         1.6,         1.1,     2.84893
         1.6,         1.2,     3.81533
         1.6,         1.3,     4.98367
         1.6,         1.4,     6.46436
         1.6,         1.5,     8.26171
         1.6,         1.6,     10.3078
         1.6,         1.7,     13.0826
         1.6,         1.8,     16.2013
         1.6,         1.9,      19.496
         1.7,           0,    0.345925
         1.7,         0.1,    0.392122
         1.7,         0.2,    0.396879
         1.7,         0.3,    0.447606
         1.7,         0.4,    0.546491
         1.7,         0.5,    0.718824
         1.7,         0.6,    0.847947
         1.7,         0.7,     1.09741
         1.7,         0.8,      1.4669
         1.7,         0.9,     1.83549
         1.7,           1,     2.50394
         1.7,         1.1,     3.24929
         1.7,         1.2,     4.16712
         1.7,         1.3,     5.33789
         1.7,         1.4,     6.99184
         1.7,         1.5,     8.62058
         1.7,         1.6,     11.0934
         1.7,         1.7,     13.7198
         1.7,         1.8,     16.6765
         1.7,         1.9,     20.0726
         1.8,           0,    0.528924
         1.8,         0.1,    0.492243
         1.8,         0.2,    0.519492
         1.8,         0.3,    0.609383
         1.8,         0.4,    0.689619
         1.8,         0.5,     0.88899
         1.8,         0.6,     1.03163
         1.8,         0.7,      1.4146
         1.8,         0.8,     1.60225
         1.8,         0.9,       2.163
         1.8,           1,     2.77433
         1.8,         1.1,     3.68878
         1.8,         1.2,     4.71477
         1.8,         1.3,     5.91021
         1.8,         1.4,     7.52702
         1.8,         1.5,     9.20069
         1.8,         1.6,     11.3483
         1.8,         1.7,        14.2
         1.8,         1.8,     17.2865
         1.8,         1.9,     20.8024
         1.9,           0,     0.63108
         1.9,         0.1,    0.652218
         1.9,         0.2,    0.674871
         1.9,         0.3,    0.730422
         1.9,         0.4,    0.879898
         1.9,         0.5,     1.00262
         1.9,         0.6,     1.27304
         1.9,         0.7,     1.52627
         1.9,         0.8,     1.95322
         1.9,         0.9,     2.44707
         1.9,           1,     2.92531
         1.9,         1.1,     3.96545
         1.9,         1.2,     4.87443
         1.9,         1.3,     6.25711
         1.9,         1.4,     7.93417
         1.9,         1.5,     9.67957
         1.9,         1.6,     11.9542
         1.9,         1.7,     14.6885
         1.9,         1.8,     18.1512
         1.9,         1.9,     21.5322
           2,           0,    0.785443
           2,         0.1,    0.781666
           2,         0.2,     0.79704
           2,         0.3,    0.960943
           2,         0.4,     1.09074
           2,         0.5,     1.21306
           2,         0.6,     1.47309
           2,         0.7,     1.79665
           2,         0.8,     2.23766
           2,         0.9,     2.68386
           2,           1,     3.50764
           2,         1.1,     4.35627
           2,         1.2,     5.41691
           2,         1.3,     6.57429
           2,         1.4,     8.23967
           2,         1.5,     10.3271
           2,         1.6,     12.7229
           2,         1.7,      15.148
           2,         1.8,     19.0189
           2,         1.9,     22.5172
         2.1,           0,    0.942848
         2.1,         0.1,    0.916029
         2.1,         0.2,     1.00076
         2.1,         0.3,     1.04819
         2.1,         0.4,     1.18643
         2.1,         0.5,     1.45814
         2.1,         0.6,     1.63058
         2.1,         0.7,     2.06338
         2.1,         0.8,     2.44042
         2.1,         0.9,     3.03356
         2.1,           1,     3.80473
         2.1,         1.1,     4.65977
         2.1,         1.2,     5.67919
         2.1,         1.3,     6.86088
         2.1,         1.4,     9.13156
         2.1,         1.5,     10.9852
         2.1,         1.6,     13.4856
         2.1,         1.7,     16.4931
         2.1,         1.8,      19.326
         2.1,         1.9,      23.526
         2.2,           0,     1.11337
         2.2,         0.1,     1.14328
         2.2,         0.2,     1.15915
         2.2,         0.3,      1.3137
         2.2,         0.4,     1.45739
         2.2,         0.5,     1.72499
         2.2,         0.6,     1.99266
         2.2,         0.7,     2.18991
         2.2,         0.8,      2.6923
         2.2,         0.9,     3.52383
         2.2,           1,      4.0366
         2.2,         1.1,     4.99519
         2.2,         1.2,      6.1318
         2.2,         1.3,     7.60601
         2.2,         1.4,     9.28727
         2.2,         1.5,     11.4898
         2.2,         1.6,     14.1865
         2.2,         1.7,     17.1163
         2.2,         1.8,     20.4531
         2.2,         1.9,      24.371
         2.3,           0,     1.35431
         2.3,         0.1,     1.38562
         2.3,         0.2,     1.37456
         2.3,         0.3,     1.52464
         2.3,         0.4,     1.66051
         2.3,         0.5,     1.86882
         2.3,         0.6,     2.15032
         2.3,         0.7,     2.59585
         2.3,         0.8,     3.12671
         2.3,         0.9,      3.6671
         2.3,           1,     4.48639
         2.3,         1.1,     5.56302
         2.3,         1.2,     6.75026
         2.3,         1.3,     8.16751
         2.3,         1.4,     10.1257
         2.3,         1.5,     12.1918
         2.3,         1.6,       14.58
         2.3,         1.7,     18.0113
         2.3,         1.8,     20.6756
         2.3,         1.9,     25.2016
         2.4,           0,     1.53059
         2.4,         0.1,      1.6486
         2.4,         0.2,     1.69135
         2.4,         0.3,     1.78085
         2.4,         0.4,     1.76963
         2.4,         0.5,     2.07524
         2.4,         0.6,     2.61912
         2.4,         0.7,      3.0059
         2.4,         0.8,     3.37093
         2.4,         0.9,     3.96592
         2.4,           1,     5.04104
         2.4,         1.1,     5.87057
         2.4,         1.2,     7.20279
         2.4,         1.3,     8.53128
         2.4,         1.4,     10.4309
         2.4,         1.5,      12.426
         2.4,         1.6,     15.4461
         2.4,         1.7,     18.4409
         2.4,         1.8,     22.1551
         2.4,         1.9,     26.0214
         0.4,         0.8,     90.7236
         0.4,         0.8,     102.493
         0.4,         0.8,     160.851
         0.4,         0.8,     192.938
         0.4,         0.8,     110.084
         0.4,         0.8,   -0.390283
         0.4,         0.8,   -0.396275
         0.4,         0.8,   -0.388128
         0.4,         0.8,   -0.392937
         0.4,         0.8,    -0.38992
         0.4,         0.8,     112.642
         0.4,         0.8,   -0.395802
         0.4,         0.8,   -0.393614
