         0.5,           0,    0.652062
         0.5,         0.1,     0.62238
         0.5,         0.2,    0.509822
         0.5,         0.3,    0.350893
         0.5,         0.4,    0.152486
         0.5,         0.5,  -0.0434848
         0.5,         0.6,   -0.211045
         0.5,         0.7,   -0.324913
         0.5,         0.8,    -0.35793
         0.5,         0.9,   -0.292903
         0.5,           1,   -0.131452
         0.5,         1.1,    0.185698
         0.5,         1.2,    0.598381
         0.5,         1.3,     1.16146
         0.5,         1.4,     1.91171
         0.5,         1.5,     2.87015
         0.5,         1.6,     4.10072
         0.5,         1.7,     5.44734
         0.5,         1.8,     7.37939
         0.5,         1.9,     9.49901
         0.6,           0,    0.422787
         0.6,         0.1,    0.410672
         0.6,         0.2,    0.328914
         0.6,         0.3,    0.214697
         0.6,         0.4,   0.0790168
         0.6,         0.5,  -0.0693392
         0.6,         0.6,   -0.192043
         0.6,         0.7,   -0.264678
         0.6,         0.8,   -0.270909
         0.6,         0.9,   -0.186081
         0.6,           1,   0.0172785
         0.6,         1.1,     0.33102
         0.6,         1.2,     0.76895
         0.6,         1.3,     1.44088
         0.6,         1.4,     2.28188
         0.6,         1.5,     3.30886
         0.6,         1.6,     4.65948
         0.6,         1.7,     6.18853
         0.6,         1.8,     8.12869
         0.6,         1.9,     10.5035
         0.7,           0,    0.267917
         0.7,         0.1,     0.24531
         0.7,         0.2,    0.198857
         0.7,         0.3,    0.106583
         0.7,         0.4,    0.022746
         0.7,         0.5,  -0.0835162
         0.7,         0.6,   -0.156379
         0.7,         0.7,   -0.202625
         0.7,         0.8,   -0.176697
         0.7,         0.9,  -0.0762082
         0.7,           1,    0.181397
         0.7,         1.1,    0.515544
         0.7,         1.2,     1.02194
         0.7,         1.3,      1.7445
         0.7,         1.4,     2.69507
         0.7,         1.5,     3.81467
         0.7,         1.6,     5.20599
         0.7,         1.7,     6.98089
         0.7,         1.8,     8.99324
         0.7,         1.9,     11.3806
         0.8,           0,    0.159906
         0.8,         0.1,    0.155307
         0.8,         0.2,    0.101872
         0.8,         0.3,    0.052275
         0.8,         0.4,   -0.016349
         0.8,         0.5,  -0.0719318
         0.8,         0.6,   -0.127675
         0.8,         0.7,   -0.124272
         0.8,         0.8,  -0.0801321
         0.8,         0.9,   0.0839549
         0.8,           1,    0.310339
         0.8,         1.1,    0.778339
         0.8,         1.2,     1.37506
         0.8,         1.3,     2.03622
         0.8,         1.4,     3.10389
         0.8,         1.5,     4.32889
         0.8,         1.6,      5.8776
         0.8,         1.7,     7.69902
         0.8,         1.8,     9.69543
         0.8,         1.9,     12.3558
         0.9,           0,   0.0865867
         0.9,         0.1,   0.0787435
         0.9,         0.2,   0.0523854
         0.9,         0.3,  0.00673371
         0.9,         0.4,  -0.0154296
         0.9,         0.5,  -0.0476553
         0.9,         0.6,  -0.0402558
         0.9,         0.7,  -0.0248461
         0.9,         0.8,   0.0852826
         0.9,         0.9,    0.256141
         0.9,           1,    0.505893
         0.9,         1.1,    0.943184
         0.9,         1.2,     1.57482
         0.9,         1.3,     2.40735
         0.9,         1.4,     3.60663
         0.9,         1.5,     4.85503
         0.9,         1.6,     6.25498
         0.9,         1.7,     8.43939
         0.9,         1.8,     10.6195
         0.9,         1.9,     13.2456
           1,           0,   0.0431806
           1,         0.1,   0.0346285
           1,         0.2,   0.0210638
           1,         0.3,  0.00654223
           1,         0.4,  -0.0154363
           1,         0.5,  -0.0278378
           1,         0.6,  -0.0102532
           1,         0.7,   0.0566055
           1,         0.8,    0.201615
           1,         0.9,    0.388074
           1,           1,    0.762318
           1,         1.1,     1.16953
           1,         1.2,     1.93852
           1,         1.3,     2.71671
           1,         1.4,     3.93536
           1,         1.5,     5.30371
           1,         1.6,     6.99986
           1,         1.7,     8.90069
           1,         1.8,     11.3647
           1,         1.9,     14.1838
         1.1,           0,   0.0259774
         1.1,         0.1,    0.024679
         1.1,         0.2,   0.0276775
         1.1,         0.3,   0.0158794
         1.1,         0.4,  0.00652338
         1.1,         0.5,   0.0302289
         1.1,         0.6,   0.0757741
         1.1,         0.7,    0.166411
         1.1,         0.8,    0.306689
         1.1,         0.9,     0.56651
         1.1,           1,     0.98832
         1.1,         1.1,     1.46513
         1.1,         1.2,     2.19727
         1.1,         1.3,     3.14091
         1.1,         1.4,     4.26388
         1.1,         1.5,     5.82939
         1.1,         1.6,     7.53464
         1.1,         1.7,     9.70621
         1.1,         1.8,     12.2695
         1.1,         1.9,     15.1097
         1.2,           0,   0.0303942
         1.2,         0.1,   0.0514395
         1.2,         0.2,   0.0221388
         1.2,         0.3,   0.0548233
         1.2,         0.4,   0.0750367
         1.2,         0.5,   0.0722638
         1.2,         0.6,    0.194744
         1.2,         0.7,    0.323983
         1.2,         0.8,     0.48453
         1.2,         0.9,     0.80537
         1.2,           1,     1.17681
         1.2,         1.1,     1.75348
         1.2,         1.2,      2.4965
         1.2,         1.3,     3.40878
         1.2,         1.4,      4.7892
         1.2,         1.5,     6.18765
         1.2,         1.6,     8.06678
         1.2,         1.7,     10.1811
         1.2,         1.8,     12.8469
         1.2,         1.9,     15.9766
         1.3,           0,    0.066492
         1.3,         0.1,   0.0562231
         1.3,         0.2,   0.0801786
         1.3,         0.3,   0.0863274
         1.3,         0.4,    0.137483
         1.3,         0.5,    0.190228
         1.3,         0.6,    0.306356
         1.3,         0.7,    0.370554
         1.3,         0.8,    0.641573
         1.3,         0.9,      0.9643
         1.3,           1,     1.42592
         1.3,         1.1,     2.08891
         1.3,         1.2,     2.81363
         1.3,         1.3,     3.81458
         1.3,         1.4,     5.26498
         1.3,         1.5,     6.56354
         1.3,         1.6,      8.6958
         1.3,         1.7,     10.9206
         1.3,         1.8,     13.7444
         1.3,         1.9,     16.7116
         1.4,           0,    0.128085
         1.4,         0.1,      0.1126
         1.4,         0.2,    0.122738
