-1.72728e-20, 3.33128e+08
-1.70708e-20, 3.56202e+08
-1.70007e-20, 3.65397e+08
-1.70393e-20, 3.60584e+08
-1.72632e-20, 3.34381e+08
-1.71191e-20, 3.49929e+08
-1.71582e-20, 3.46672e+08
-1.71883e-20, 3.42712e+08
-1.7221e-20, 3.39707e+08
-1.73179e-20,  3.2812e+08
-1.71917e-20, 3.43007e+08
-1.72789e-20, 3.34417e+08
-1.7534e-20, 3.05366e+08
-1.72319e-20, 3.39932e+08
-1.70381e-20,  3.6122e+08
-1.71301e-20, 3.50125e+08
-1.71577e-20, 3.47255e+08
-1.71739e-20, 3.43105e+08
-1.71799e-20, 3.42201e+08
-1.71795e-20, 3.42529e+08
-1.71156e-20, 3.49543e+08
-1.67502e-20, 3.90957e+08
-1.68578e-20, 3.80293e+08
-1.69532e-20, 3.71331e+08
-1.69673e-20, 3.67929e+08
-1.69278e-20, 3.74472e+08
-1.70473e-20, 3.59893e+08
-1.69317e-20, 3.75061e+08
-1.67459e-20, 3.96828e+08
-1.68907e-20, 3.78611e+08
-1.70424e-20, 3.58453e+08
-1.70691e-20,  3.5592e+08
-1.7124e-20, 3.50221e+08
-1.69181e-20, 3.73337e+08
-1.71373e-20,  3.4928e+08
-1.7175e-20, 3.45165e+08
-1.70369e-20, 3.59732e+08
-1.69556e-20, 3.69595e+08
-1.70186e-20, 3.63067e+08
-1.70452e-20, 3.61352e+08
-1.70569e-20, 3.59792e+08
-1.70073e-20, 3.65383e+08
-1.70203e-20, 3.62604e+08
-1.70875e-20, 3.56076e+08
-1.71023e-20, 3.54537e+08
-1.72377e-20, 3.38372e+08
-1.72109e-20,  3.4285e+08
-1.70743e-20, 3.58576e+08
-1.71464e-20, 3.49674e+08
-1.73159e-20,  3.3079e+08
-1.71798e-20, 3.45893e+08
-1.72406e-20, 3.39268e+08
-1.73574e-20, 3.24586e+08
-1.7163e-20, 3.47352e+08
-1.70869e-20, 3.56941e+08
-1.73229e-20, 3.28088e+08
-1.7391e-20, 3.20196e+08
-1.73723e-20, 3.23237e+08
-1.70448e-20, 3.60054e+08
-1.6833e-20, 3.84813e+08
-1.69459e-20, 3.72913e+08
-1.69826e-20, 3.68735e+08
-1.70643e-20, 3.59035e+08
-1.72183e-20, 3.41241e+08
-1.72873e-20, 3.32053e+08
-1.73609e-20,  3.2212e+08
-1.72245e-20, 3.39823e+08
-1.72426e-20, 3.36945e+08
-1.70955e-20,  3.5395e+08
-1.70976e-20, 3.53281e+08
