0 2.65948 0.0871013
1 2.65844 0.0874675
2 2.65781 0.0876352
3 2.65943 0.0879241
4 2.6601 0.0878747
5 2.66028 0.08741
6 2.66127 0.0874732
7 2.66147 0.0876503
8 2.66065 0.087777
9 2.66159 0.0878632
10 2.6628 0.0879714
11 2.66352 0.0882514
12 2.66226 0.0878389
13 2.66229 0.0875065
14 2.66089 0.0874295
15 2.66078 0.0879354
16 2.65987 0.0879483
17 2.66045 0.0882712
18 2.65963 0.0881755
19 2.65889 0.0880467
20 2.65887 0.0881376
21 2.65738 0.0880848
22 2.6579 0.0883214
23 2.65692 0.0885006
24 2.65658 0.0884622
25 2.65599 0.0881049
26 2.6568 0.0877042
27 2.65922 0.0879605
28 2.6602 0.0879553
29 2.66032 0.0876395
30 2.66004 0.0878587
31 2.66113 0.0881108
32 2.66271 0.0881196
33 2.66191 0.0879857
34 2.6624 0.0880916
35 2.6636 0.0882025
36 2.66439 0.088311
37 2.66423 0.0883031
38 2.66361 0.0881283
39 2.6632 0.0883165
40 2.66406 0.088305
41 2.66396 0.0886393
42 2.6639 0.0889151
43 2.6637 0.0887848
44 2.66417 0.0888496
45 2.66539 0.0892377
46 2.66512 0.0895217
47 2.66469 0.0896179
48 2.66523 0.0892606
49 2.66438 0.0893225
50 2.66456 0.0891309
51 2.66615 0.0894594
52 2.66793 0.0895526
53 2.66826 0.0899814
54 2.66852 0.0901401
55 2.66952 0.0905452
56 2.66941 0.0904169
57 2.67148 0.0901929
58 2.67035 0.0899238
59 2.66968 0.0900197
60 2.6694 0.0903989
61 2.66965 0.0903356
62 2.6688 0.0904686
63 2.66984 0.09046
64 2.66906 0.0906043
65 2.66883 0.0906385
66 2.66755 0.0907348
67 2.66851 0.0907401
68 2.66719 0.0910985
69 2.66673 0.0910834
70 2.66476 0.0908149
71 2.66378 0.0909854
72 2.66566 0.090994
73 2.66558 0.0909123
74 2.66607 0.0911726
75 2.66462 0.0908933
76 2.6641 0.0904637
77 2.66348 0.0901203
78 2.66183 0.0899162
79 2.6631 0.0902543
80 2.66152 0.0902826
81 2.66172 0.0899884
82 2.66284 0.0901544
83 2.66311 0.0901715
84 2.66223 0.0900853
85 2.66351 0.0904216
86 2.66269 0.0903068
87 2.66134 0.0903418
88 2.66124 0.0904174
89 2.66212 0.0902039
90 2.66298 0.0900899
91 2.66352 0.0898191
92 2.66215 0.0894962
93 2.66411 0.0900812
94 2.66373 0.0899166
95 2.66253 0.0895434
96 2.66179 0.0894076
97 2.66171 0.0890419
98 2.66207 0.0891001
99 2.66211 0.0887888
100 2.66128 0.0890696
101 2.66272 0.0890963
102 2.66287 0.0890761
103 2.66323 0.0891169
104 2.66368 0.0890199
105 2.66387 0.0889405
106 2.66403 0.0889694
107 2.66385 0.0888457
108 2.66451 0.088876
109 2.66447 0.0890082
110 2.66385 0.0889797
111 2.66382 0.0888005
112 2.66281 0.088717
113 2.66289 0.0888497
114 2.66292 0.0887357
115 2.66299 0.0891602
116 2.66249 0.0888337
117 2.66298 0.0884686
118 2.66289 0.0886884
119 2.66297 0.0884982
120 2.66321 0.0888613
121 2.66567 0.0893496
122 2.66544 0.0894716
123 2.66613 0.0895203
124 2.66571 0.0895508
125 2.66356 0.0894115
126 2.66309 0.0893252
127 2.66302 0.0892829
128 2.66211 0.0894092
129 2.66281 0.0895858
130 2.66254 0.0894104
131 2.66016 0.0891648
132 2.65928 0.0889312
133 2.6596 0.0888768
134 2.66014 0.0884637
135 2.65955 0.0885274
136 2.65926 0.0887013
137 2.65982 0.0889857
138 2.65778 0.08883
139 2.65724 0.0888159
140 2.6573 0.0885652
141 2.65783 0.0884514
142 2.65694 0.0882195
143 2.65723 0.0884414
144 2.65607 0.0884526
145 2.65645 0.0886893
146 2.65715 0.088543
147 2.65543 0.0886514
148 2.65495 0.0886855
149 2.65376 0.0884297
150 2.65363 0.0887076
151 2.65369 0.088489
152 2.65453 0.0884029
153 2.65482 0.0884796
154 2.65387 0.088803
155 2.65445 0.089037
156 2.65341 0.0885811
157 2.65278 0.0885305
158 2.65292 0.088388
159 2.65197 0.0883876
160 2.65132 0.0883279
161 2.65296 0.0883728
162 2.65305 0.088265
163 2.65226 0.0882937
164 2.65152 0.0884217
165 2.65289 0.0883913
166 2.65386 0.0880855
167 2.65354 0.0879256
168 2.65327 0.0876933
169 2.65329 0.0874863
170 2.6542 0.0874869
171 2.65418 0.0875038
172 2.65456 0.0873576
173 2.65669 0.0872847
174 2.65595 0.0872299
175 2.65466 0.0868086
176 2.65484 0.0868936
177 2.65285 0.0869667
178 2.65308 0.0868826
179 2.65431 0.0866693
180 2.65293 0.0869362
181 2.65592 0.0867435
182 2.65698 0.08656
183 2.65688 0.0865318
184 2.65621 0.0866539
185 2.65576 0.0865684
186 2.65545 0.0862496
187 2.65476 0.0858945
188 2.65471 0.0860467
189 2.65487 0.0857803
190 2.65578 0.0857724
191 2.65617 0.085708
192 2.65808 0.086207
193 2.65576 0.0861529
194 2.6557 0.0861872
195 2.6565 0.0860394
196 2.656 0.0858017
197 2.65401 0.0855207
198 2.65328 0.0853608
199 2.6541 0.0854614
200 2.65327 0.0855204
201 2.65397 0.0851474
202 2.6535 0.0854172
203 2.65251 0.0854909
204 2.65134 0.0853044
205 2.65171 0.0850034
206 2.65162 0.0848835
207 2.65192 0.0850485
208 2.65257 0.0847734
209 2.65282 0.0847499
210 2.65404 0.0850345
211 2.65447 0.0853701
212 2.65423 0.0852711
213 2.65454 0.0852826
214 2.65391 0.085273
215 2.65391 0.0855114
216 2.65372 0.0858115
217 2.65513 0.0861204
218 2.65618 0.0857998
219 2.65496 0.0855752
220 2.65518 0.0858795
221 2.65545 0.0858252
222 2.65656 0.0860041
223 2.65693 0.0858865
224 2.65666 0.0855035
225 2.65719 0.0857487
226 2.65852 0.0857378
227 2.65997 0.085878
228 2.6607 0.0861189
229 2.66056 0.0861622
230 2.65885 0.0862724
231 2.65681 0.0865399
232 2.6567 0.0866686
233 2.65654 0.0867376
234 2.65482 0.0869492
235 2.65397 0.0864669
236 2.65389 0.0869135
237 2.65412 0.087003
238 2.65246 0.086575
239 2.64947 0.0866464
240 2.65059 0.0869536
241 2.65082 0.0865326
242 2.64971 0.0866026
243 2.64946 0.0867927
